city,date,crime_index
Maharashtra,2023-04-01,50.93
Maharashtra,2023-05-01,49.7
Maharashtra,2023-06-01,52.98
Maharashtra,2023-07-01,49.42
Maharashtra,2023-08-01,44.69
Maharashtra,2023-09-01,43.43
Maharashtra,2023-10-01,45.04
Maharashtra,2023-11-01,44.18
Maharashtra,2023-12-01,49.75
Maharashtra,2024-01-01,47.79
Maharashtra,2024-02-01,50.39
Maharashtra,2024-03-01,54.8
Maharashtra,2024-04-01,56.31
Maharashtra,2024-05-01,52.68
Maharashtra,2024-06-01,54.2
Maharashtra,2024-07-01,50.1
Maharashtra,2024-08-01,49.01
Maharashtra,2024-09-01,43.02
Maharashtra,2024-10-01,45.4
Maharashtra,2024-11-01,45.84
Maharashtra,2024-12-01,48.11
Maharashtra,2025-01-01,49.73
Maharashtra,2025-02-01,50.84
Maharashtra,2025-03-01,53.08
Maharashtra,2025-04-01,55.89
Maharashtra,2025-05-01,53.14
Maharashtra,2025-06-01,52.56
Maharashtra,2025-07-01,47.78
Maharashtra,2025-08-01,47.02
Maharashtra,2025-09-01,50.32
Maharashtra,2025-10-01,46.51
Maharashtra,2025-11-01,46.97
Maharashtra,2025-12-01,48.79
Maharashtra,2026-01-01,48.32
Maharashtra,2026-02-01,52.34
Maharashtra,2026-03-01,58.08
Maharashtra,2026-04-01,54.47
Maharashtra,2026-05-01,54.37
Maharashtra,2026-06-01,52.72
Maharashtra,2026-07-01,47.85
Maharashtra,2026-08-01,48.46
Gujarat,2020-01-01,36.94
Gujarat,2020-02-01,40.48
Gujarat,2020-03-01,40.45
Gujarat,2020-04-01,20.89
Gujarat,2020-05-01,19.59
Gujarat,2020-06-01,15.29
Gujarat,2020-07-01,12.17
Gujarat,2020-08-01,36.43
Gujarat,2020-09-01,37.85
Gujarat,2020-10-01,34.98
Gujarat,2020-11-01,33.19
Gujarat,2020-12-01,34.91
Gujarat,2021-01-01,39.01
Gujarat,2021-02-01,39.58
Gujarat,2021-03-01,38.22
Gujarat,2021-04-01,34.11
Gujarat,2021-05-01,32.17
Gujarat,2021-06-01,41.72
Gujarat,2021-07-01,35.01
Gujarat,2021-08-01,35.96
Gujarat,2021-09-01,34.65
Gujarat,2021-10-01,37.84
Gujarat,2021-11-01,29.8
Gujarat,2021-12-01,38.58
Gujarat,2022-01-01,35.82
Gujarat,2022-02-01,40.94
Gujarat,2022-03-01,35.88
Gujarat,2022-04-01,43.38
Gujarat,2022-05-01,41.54
Gujarat,2022-06-01,39.18
Gujarat,2022-07-01,36.07
Gujarat,2022-08-01,34.4
Gujarat,2022-09-01,31.03
Gujarat,2022-10-01,34.12
Gujarat,2022-11-01,35.08
Gujarat,2022-12-01,37.86
Gujarat,2023-01-01,41.36
Gujarat,2023-02-01,43.58
Gujarat,2023-03-01,42.2
Gujarat,2023-04-01,43.38
Gujarat,2023-05-01,47.67
Gujarat,2023-06-01,37.49
Gujarat,2023-07-01,39.07
Gujarat,2023-08-01,35.31
Gujarat,2023-09-01,35.28
Gujarat,2023-10-01,31.59
Gujarat,2023-11-01,33.05
Gujarat,2023-12-01,34.76
Gujarat,2024-01-01,39.25
Gujarat,2024-02-01,40.8
Gujarat,2024-03-01,40.36
Gujarat,2024-04-01,38.75
Gujarat,2024-05-01,45.07
Gujarat,2024-06-01,38.91
Gujarat,2024-07-01,37.66
Gujarat,2024-08-01,34.21
Gujarat,2024-09-01,34.19
Gujarat,2024-10-01,30.53
Gujarat,2024-11-01,34.15
Gujarat,2024-12-01,37.09
Gujarat,2025-01-01,37.21
Gujarat,2025-02-01,42.51
Gujarat,2025-03-01,38.83
Gujarat,2025-04-01,40.88
Gujarat,2025-05-01,42.33
Gujarat,2025-06-01,40.83
Gujarat,2025-07-01,38.32
Gujarat,2025-08-01,36.46
Gujarat,2025-09-01,35.51
Gujarat,2025-10-01,33.91
Gujarat,2025-11-01,34.21
Gujarat,2025-12-01,36.63
Gujarat,2026-01-01,34.81
Gujarat,2026-02-01,41.98
Gujarat,2026-03-01,39.61
Gujarat,2026-04-01,43.64
Gujarat,2026-05-01,43.86
Gujarat,2026-06-01,41.06
Gujarat,2026-07-01,36.0
Gujarat,2026-08-01,33.12
Rajasthan,2020-01-01,56.91
Rajasthan,2020-02-01,57.26
Rajasthan,2020-03-01,63.31
Rajasthan,2020-04-01,35.99
Rajasthan,2020-05-01,36.85
Rajasthan,2020-06-01,36.47
Rajasthan,2020-07-01,32.31
Rajasthan,2020-08-01,56.61
Rajasthan,2020-09-01,51.7
Rajasthan,2020-10-01,47.82
Rajasthan,2020-11-01,51.14
Rajasthan,2020-12-01,54.18
Rajasthan,2021-01-01,55.05
Rajasthan,2021-02-01,62.06
Rajasthan,2021-03-01,62.04
Rajasthan,2021-04-01,46.92
Rajasthan,2021-05-01,48.41
Rajasthan,2021-06-01,60.75
Rajasthan,2021-07-01,58.59
Rajasthan,2021-08-01,53.47
Rajasthan,2021-09-01,50.28
Rajasthan,2021-10-01,53.91
Rajasthan,2021-11-01,53.4
Rajasthan,2021-12-01,52.47
Rajasthan,2022-01-01,58.36
Rajasthan,2022-02-01,55.49
Rajasthan,2022-03-01,59.01
Rajasthan,2022-04-01,62.58
Rajasthan,2022-05-01,60.61
Rajasthan,2022-06-01,59.85
Rajasthan,2022-07-01,56.61
Rajasthan,2022-08-01,56.68
Rajasthan,2022-09-01,54.42
Rajasthan,2022-10-01,52.65
Rajasthan,2022-11-01,51.61
Rajasthan,2022-12-01,52.04
Rajasthan,2023-01-01,57.19
Rajasthan,2023-02-01,58.72
Rajasthan,2023-03-01,62.29
Rajasthan,2023-04-01,60.22
Rajasthan,2023-05-01,57.41
Rajasthan,2023-06-01,60.47
Rajasthan,2023-07-01,59.36
Rajasthan,2023-08-01,54.99
Rajasthan,2023-09-01,51.38
Rajasthan,2023-10-01,50.13
Rajasthan,2023-11-01,50.76
Rajasthan,2023-12-01,51.83
Rajasthan,2024-01-01,51.81
Rajasthan,2024-02-01,55.76
Rajasthan,2024-03-01,55.2
Rajasthan,2024-04-01,59.01
Rajasthan,2024-05-01,59.86
Rajasthan,2024-06-01,62.75
Rajasthan,2024-07-01,54.79
Rajasthan,2024-08-01,51.23
Rajasthan,2024-09-01,52.25
Rajasthan,2024-10-01,49.86
Rajasthan,2024-11-01,50.71
Rajasthan,2024-12-01,53.88
Rajasthan,2025-01-01,55.01
Rajasthan,2025-02-01,56.8
Rajasthan,2025-03-01,59.74
Rajasthan,2025-04-01,60.65
Rajasthan,2025-05-01,59.76
Rajasthan,2025-06-01,60.32
Rajasthan,2025-07-01,56.12
Rajasthan,2025-08-01,49.97
Rajasthan,2025-09-01,50.16
Rajasthan,2025-10-01,49.76
Rajasthan,2025-11-01,52.58
Rajasthan,2025-12-01,55.54
Rajasthan,2026-01-01,53.4
Rajasthan,2026-02-01,52.44
Rajasthan,2026-03-01,62.06
Rajasthan,2026-04-01,59.46
Rajasthan,2026-05-01,59.37
Rajasthan,2026-06-01,55.58
Rajasthan,2026-07-01,55.6
Rajasthan,2026-08-01,56.15
Madhya Pradesh,2020-01-01,51.64
Madhya Pradesh,2020-02-01,55.18
Madhya Pradesh,2020-03-01,55.15
Madhya Pradesh,2020-04-01,35.59
Madhya Pradesh,2020-05-01,34.29
Madhya Pradesh,2020-06-01,29.99
Madhya Pradesh,2020-07-01,26.87
Madhya Pradesh,2020-08-01,51.13
Madhya Pradesh,2020-09-01,52.55
Madhya Pradesh,2020-10-01,49.68
Madhya Pradesh,2020-11-01,47.89
Madhya Pradesh,2020-12-01,49.61
Madhya Pradesh,2021-01-01,53.71
Madhya Pradesh,2021-02-01,54.28
Madhya Pradesh,2021-03-01,52.92
Madhya Pradesh,2021-04-01,48.81
Madhya Pradesh,2021-05-01,46.87
Madhya Pradesh,2021-06-01,56.42
Madhya Pradesh,2021-07-01,49.71
Madhya Pradesh,2021-08-01,50.66
Madhya Pradesh,2021-09-01,49.35
Madhya Pradesh,2021-10-01,52.54
Madhya Pradesh,2021-11-01,44.5
Madhya Pradesh,2021-12-01,53.28
Madhya Pradesh,2022-01-01,50.52
Madhya Pradesh,2022-02-01,55.64
Madhya Pradesh,2022-03-01,50.58
Madhya Pradesh,2022-04-01,58.08
Madhya Pradesh,2022-05-01,56.24
Madhya Pradesh,2022-06-01,53.88
Madhya Pradesh,2022-07-01,50.77
Madhya Pradesh,2022-08-01,49.1
Madhya Pradesh,2022-09-01,45.73
Madhya Pradesh,2022-10-01,48.82
Madhya Pradesh,2022-11-01,49.78
Madhya Pradesh,2022-12-01,52.56
Madhya Pradesh,2023-01-01,56.06
Madhya Pradesh,2023-02-01,58.28
Madhya Pradesh,2023-03-01,56.9
Madhya Pradesh,2023-04-01,58.08
Madhya Pradesh,2023-05-01,62.37
Madhya Pradesh,2023-06-01,52.19
Madhya Pradesh,2023-07-01,53.77
Madhya Pradesh,2023-08-01,50.01
Madhya Pradesh,2023-09-01,49.98
Madhya Pradesh,2023-10-01,46.29
Madhya Pradesh,2023-11-01,47.75
Madhya Pradesh,2023-12-01,49.46
Madhya Pradesh,2024-01-01,53.95
Madhya Pradesh,2024-02-01,55.5
Madhya Pradesh,2024-03-01,55.06
Madhya Pradesh,2024-04-01,53.45
Madhya Pradesh,2024-05-01,59.77
Madhya Pradesh,2024-06-01,53.61
Madhya Pradesh,2024-07-01,52.36
Madhya Pradesh,2024-08-01,48.91
Madhya Pradesh,2024-09-01,48.89
Madhya Pradesh,2024-10-01,45.23
Madhya Pradesh,2024-11-01,48.85
Madhya Pradesh,2024-12-01,51.79
Madhya Pradesh,2025-01-01,51.91
Madhya Pradesh,2025-02-01,57.21
Madhya Pradesh,2025-03-01,53.53
Madhya Pradesh,2025-04-01,55.58
Madhya Pradesh,2025-05-01,57.03
Madhya Pradesh,2025-06-01,55.53
Madhya Pradesh,2025-07-01,53.02
Madhya Pradesh,2025-08-01,51.16
Madhya Pradesh,2025-09-01,50.21
Madhya Pradesh,2025-10-01,48.61
Madhya Pradesh,2025-11-01,48.91
Madhya Pradesh,2025-12-01,51.33
Madhya Pradesh,2026-01-01,49.51
Madhya Pradesh,2026-02-01,56.68
Madhya Pradesh,2026-03-01,54.31
Madhya Pradesh,2026-04-01,58.34
Madhya Pradesh,2026-05-01,58.56
Madhya Pradesh,2026-06-01,55.76
Madhya Pradesh,2026-07-01,50.7
Madhya Pradesh,2026-08-01,47.82
Chhattisgarh,2020-01-01,44.24
Chhattisgarh,2020-02-01,47.42
Chhattisgarh,2020-03-01,47.5
Chhattisgarh,2020-04-01,24.34
Chhattisgarh,2020-05-01,25.81
Chhattisgarh,2020-06-01,25.37
Chhattisgarh,2020-07-01,20.19
Chhattisgarh,2020-08-01,44.1
Chhattisgarh,2020-09-01,42.54
Chhattisgarh,2020-10-01,39.05
Chhattisgarh,2020-11-01,44.19
Chhattisgarh,2020-12-01,44.82
Chhattisgarh,2021-01-01,46.82
Chhattisgarh,2021-02-01,48.26
Chhattisgarh,2021-03-01,49.78
Chhattisgarh,2021-04-01,39.74
Chhattisgarh,2021-05-01,40.19
Chhattisgarh,2021-06-01,43.88
Chhattisgarh,2021-07-01,48.3
Chhattisgarh,2021-08-01,43.99
Chhattisgarh,2021-09-01,43.02
Chhattisgarh,2021-10-01,41.62
Chhattisgarh,2021-11-01,38.57
Chhattisgarh,2021-12-01,41.7
Chhattisgarh,2022-01-01,42.76
Chhattisgarh,2022-02-01,51.81
Chhattisgarh,2022-03-01,47.61
Chhattisgarh,2022-04-01,48.77
Chhattisgarh,2022-05-01,49.55
Chhattisgarh,2022-06-01,49.19
Chhattisgarh,2022-07-01,45.81
Chhattisgarh,2022-08-01,41.04
Chhattisgarh,2022-09-01,41.28
Chhattisgarh,2022-10-01,39.8
Chhattisgarh,2022-11-01,45.02
Chhattisgarh,2022-12-01,44.79
Chhattisgarh,2023-01-01,43.17
Chhattisgarh,2023-02-01,47.88
Chhattisgarh,2023-03-01,52.73
Chhattisgarh,2023-04-01,47.54
Chhattisgarh,2023-05-01,50.25
Chhattisgarh,2023-06-01,47.41
Chhattisgarh,2023-07-01,46.31
Chhattisgarh,2023-08-01,43.74
Chhattisgarh,2023-09-01,38.96
Chhattisgarh,2023-10-01,36.94
Chhattisgarh,2023-11-01,42.05
Chhattisgarh,2023-12-01,44.07
Chhattisgarh,2024-01-01,46.8
Chhattisgarh,2024-02-01,46.36
Chhattisgarh,2024-03-01,46.8
Chhattisgarh,2024-04-01,51.24
Chhattisgarh,2024-05-01,51.24
Chhattisgarh,2024-06-01,47.44
Chhattisgarh,2024-07-01,44.11
Chhattisgarh,2024-08-01,42.97
Chhattisgarh,2024-09-01,38.09
Chhattisgarh,2024-10-01,38.46
Chhattisgarh,2024-11-01,41.94
Chhattisgarh,2024-12-01,40.78
Chhattisgarh,2025-01-01,44.73
Chhattisgarh,2025-02-01,48.52
Chhattisgarh,2025-03-01,46.32
Chhattisgarh,2025-04-01,47.49
Chhattisgarh,2025-05-01,50.56
Chhattisgarh,2025-06-01,46.71
Chhattisgarh,2025-07-01,44.13
Chhattisgarh,2025-08-01,41.63
Chhattisgarh,2025-09-01,40.31
Chhattisgarh,2025-10-01,39.47
Chhattisgarh,2025-11-01,38.81
Chhattisgarh,2025-12-01,43.76
Chhattisgarh,2026-01-01,41.46
Chhattisgarh,2026-02-01,49.15
Chhattisgarh,2026-03-01,46.45
Chhattisgarh,2026-04-01,49.71
Chhattisgarh,2026-05-01,50.39
Chhattisgarh,2026-06-01,44.42
Chhattisgarh,2026-07-01,44.31
Chhattisgarh,2026-08-01,41.75
Goa,2020-01-01,37.51
Goa,2020-02-01,39.16
Goa,2020-03-01,40.03
Goa,2020-04-01,16.27
Goa,2020-05-01,16.14
Goa,2020-06-01,12.76
Goa,2020-07-01,7.59
Goa,2020-08-01,32.77
Goa,2020-09-01,29.74
Goa,2020-10-01,32.14
Goa,2020-11-01,34.25
Goa,2020-12-01,32.9
Goa,2021-01-01,35.19
Goa,2021-02-01,37.82
Goa,2021-03-01,37.82
Goa,2021-04-01,26.93
Goa,2021-05-01,29.48
Goa,2021-06-01,39.5
Goa,2021-07-01,35.21
Goa,2021-08-01,30.28
Goa,2021-09-01,28.85
Goa,2021-10-01,27.23
Goa,2021-11-01,30.71
Goa,2021-12-01,31.72
Goa,2022-01-01,36.57
Goa,2022-02-01,39.23
Goa,2022-03-01,38.03
Goa,2022-04-01,41.22
Goa,2022-05-01,42.6
Goa,2022-06-01,38.36
Goa,2022-07-01,35.41
Goa,2022-08-01,31.33
Goa,2022-09-01,27.4
Goa,2022-10-01,30.91
Goa,2022-11-01,32.62
Goa,2022-12-01,34.33
Goa,2023-01-01,31.6
Goa,2023-02-01,37.21
Goa,2023-03-01,39.01
Goa,2023-04-01,42.57
Goa,2023-05-01,36.21
Goa,2023-06-01,40.02
Goa,2023-07-01,32.95
Goa,2023-08-01,30.91
Goa,2023-09-01,32.11
Goa,2023-10-01,28.99
Goa,2023-11-01,32.9
Goa,2023-12-01,30.76
Goa,2024-01-01,31.89
Goa,2024-02-01,36.58
Goa,2024-03-01,41.7
Goa,2024-04-01,42.92
Goa,2024-05-01,40.51
Goa,2024-06-01,37.13
Goa,2024-07-01,36.93
Goa,2024-08-01,31.71
Goa,2024-09-01,31.96
Goa,2024-10-01,32.72
Goa,2024-11-01,29.5
Goa,2024-12-01,31.5
Goa,2025-01-01,32.81
Goa,2025-02-01,37.86
Goa,2025-03-01,38.51
Goa,2025-04-01,39.32
Goa,2025-05-01,40.39
Goa,2025-06-01,37.67
Goa,2025-07-01,31.62
Goa,2025-08-01,34.14
Goa,2025-09-01,28.65
Goa,2025-10-01,30.5
Goa,2025-11-01,31.06
Goa,2025-12-01,32.45
Goa,2026-01-01,35.48
Goa,2026-02-01,40.62
Goa,2026-03-01,39.91
Goa,2026-04-01,35.1
Goa,2026-05-01,37.57
Goa,2026-06-01,38.09
Goa,2026-07-01,36.67
Goa,2026-08-01,32.01
Dadra and Nagar Haveli and Daman and Diu,2020-01-01,31.37
Dadra and Nagar Haveli and Daman and Diu,2020-02-01,31.67
Dadra and Nagar Haveli and Daman and Diu,2020-03-01,36.89
Dadra and Nagar Haveli and Daman and Diu,2020-04-01,12.15
Dadra and Nagar Haveli and Daman and Diu,2020-05-01,12.22
Dadra and Nagar Haveli and Daman and Diu,2020-06-01,6.94
Dadra and Nagar Haveli and Daman and Diu,2020-07-01,6.77
Dadra and Nagar Haveli and Daman and Diu,2020-08-01,30.33
Dadra and Nagar Haveli and Daman and Diu,2020-09-01,29.19
Dadra and Nagar Haveli and Daman and Diu,2020-10-01,29.84
Dadra and Nagar Haveli and Daman and Diu,2020-11-01,28.74
Dadra and Nagar Haveli and Daman and Diu,2020-12-01,30.47
Dadra and Nagar Haveli and Daman and Diu,2021-01-01,34.92
Dadra and Nagar Haveli and Daman and Diu,2021-02-01,31.59
Dadra and Nagar Haveli and Daman and Diu,2021-03-01,41.65
Dadra and Nagar Haveli and Daman and Diu,2021-04-01,25.9
Dadra and Nagar Haveli and Daman and Diu,2021-05-01,28.91
Dadra and Nagar Haveli and Daman and Diu,2021-06-01,35.74
Dadra and Nagar Haveli and Daman and Diu,2021-07-01,32.72
Dadra and Nagar Haveli and Daman and Diu,2021-08-01,32.11
Dadra and Nagar Haveli and Daman and Diu,2021-09-01,27.36
Dadra and Nagar Haveli and Daman and Diu,2021-10-01,27.15
Dadra and Nagar Haveli and Daman and Diu,2021-11-01,28.96
Dadra and Nagar Haveli and Daman and Diu,2021-12-01,29.06
Dadra and Nagar Haveli and Daman and Diu,2022-01-01,32.87
Dadra and Nagar Haveli and Daman and Diu,2022-02-01,36.6
Dadra and Nagar Haveli and Daman and Diu,2022-03-01,36.64
Dadra and Nagar Haveli and Daman and Diu,2022-04-01,39.5
Dadra and Nagar Haveli and Daman and Diu,2022-05-01,34.27
Dadra and Nagar Haveli and Daman and Diu,2022-06-01,35.05
Dadra and Nagar Haveli and Daman and Diu,2022-07-01,32.12
Dadra and Nagar Haveli and Daman and Diu,2022-08-01,30.95
Dadra and Nagar Haveli and Daman and Diu,2022-09-01,30.79
Dadra and Nagar Haveli and Daman and Diu,2022-10-01,28.16
Dadra and Nagar Haveli and Daman and Diu,2022-11-01,33.04
Dadra and Nagar Haveli and Daman and Diu,2022-12-01,30.19
Dadra and Nagar Haveli and Daman and Diu,2023-01-01,31.17
Dadra and Nagar Haveli and Daman and Diu,2023-02-01,35.58
Dadra and Nagar Haveli and Daman and Diu,2023-03-01,40.28
Dadra and Nagar Haveli and Daman and Diu,2023-04-01,35.48
Dadra and Nagar Haveli and Daman and Diu,2023-05-01,37.35
Dadra and Nagar Haveli and Daman and Diu,2023-06-01,37.7
Dadra and Nagar Haveli and Daman and Diu,2023-07-01,34.56
Dadra and Nagar Haveli and Daman and Diu,2023-08-01,34.05
Dadra and Nagar Haveli and Daman and Diu,2023-09-01,28.49
Dadra and Nagar Haveli and Daman and Diu,2023-10-01,29.19
Dadra and Nagar Haveli and Daman and Diu,2023-11-01,30.01
Dadra and Nagar Haveli and Daman and Diu,2023-12-01,32.72
Dadra and Nagar Haveli and Daman and Diu,2024-01-01,31.89
Dadra and Nagar Haveli and Daman and Diu,2024-02-01,37.29
Dadra and Nagar Haveli and Daman and Diu,2024-03-01,39.51
Dadra and Nagar Haveli and Daman and Diu,2024-04-01,43.53
Dadra and Nagar Haveli and Daman and Diu,2024-05-01,35.3
Dadra and Nagar Haveli and Daman and Diu,2024-06-01,32.73
Dadra and Nagar Haveli and Daman and Diu,2024-07-01,35.86
Dadra and Nagar Haveli and Daman and Diu,2024-08-01,28.53
Dadra and Nagar Haveli and Daman and Diu,2024-09-01,28.6
Dadra and Nagar Haveli and Daman and Diu,2024-10-01,26.53
Dadra and Nagar Haveli and Daman and Diu,2024-11-01,29.41
Dadra and Nagar Haveli and Daman and Diu,2024-12-01,31.7
Dadra and Nagar Haveli and Daman and Diu,2025-01-01,35.55
Dadra and Nagar Haveli and Daman and Diu,2025-02-01,38.08
Dadra and Nagar Haveli and Daman and Diu,2025-03-01,41.34
Dadra and Nagar Haveli and Daman and Diu,2025-04-01,40.38
Dadra and Nagar Haveli and Daman and Diu,2025-05-01,39.25
Dadra and Nagar Haveli and Daman and Diu,2025-06-01,37.5
Dadra and Nagar Haveli and Daman and Diu,2025-07-01,34.34
Dadra and Nagar Haveli and Daman and Diu,2025-08-01,34.4
Dadra and Nagar Haveli and Daman and Diu,2025-09-01,30.57
Dadra and Nagar Haveli and Daman and Diu,2025-10-01,27.97
Dadra and Nagar Haveli and Daman and Diu,2025-11-01,34.68
Dadra and Nagar Haveli and Daman and Diu,2025-12-01,34.36
Dadra and Nagar Haveli and Daman and Diu,2026-01-01,34.07
Dadra and Nagar Haveli and Daman and Diu,2026-02-01,37.26
Dadra and Nagar Haveli and Daman and Diu,2026-03-01,40.27
Dadra and Nagar Haveli and Daman and Diu,2026-04-01,39.38
Dadra and Nagar Haveli and Daman and Diu,2026-05-01,43.26
Dadra and Nagar Haveli and Daman and Diu,2026-06-01,38.23
Dadra and Nagar Haveli and Daman and Diu,2026-07-01,37.33
Dadra and Nagar Haveli and Daman and Diu,2026-08-01,33.58
Karnataka,2020-01-01,41.56
Karnataka,2020-02-01,39.73
Karnataka,2020-03-01,46.57
Karnataka,2020-04-01,20.34
Karnataka,2020-05-01,16.69
Karnataka,2020-06-01,16.99
Karnataka,2020-07-01,15.76
Karnataka,2020-08-01,37.46
Karnataka,2020-09-01,38.15
Karnataka,2020-10-01,34.22
Karnataka,2020-11-01,31.62
Karnataka,2020-12-01,36.58
Karnataka,2021-01-01,38.88
Karnataka,2021-02-01,46.93
Karnataka,2021-03-01,44.75
Karnataka,2021-04-01,30.96
Karnataka,2021-05-01,32.6
Karnataka,2021-06-01,43.22
Karnataka,2021-07-01,39.1
Karnataka,2021-08-01,35.0
Karnataka,2021-09-01,35.47
Karnataka,2021-10-01,36.33
Karnataka,2021-11-01,37.38
Karnataka,2021-12-01,37.85
Karnataka,2022-01-01,43.77
Karnataka,2022-02-01,44.5
Karnataka,2022-03-01,43.75
Karnataka,2022-04-01,43.55
Karnataka,2022-05-01,44.86
Karnataka,2022-06-01,43.01
Karnataka,2022-07-01,40.0
Karnataka,2022-08-01,37.71
Karnataka,2022-09-01,34.08
Karnataka,2022-10-01,37.97
Karnataka,2022-11-01,33.42
Karnataka,2022-12-01,37.99
Karnataka,2023-01-01,43.5
Karnataka,2023-02-01,43.31
Karnataka,2023-03-01,45.07
Karnataka,2023-04-01,43.66
Karnataka,2023-05-01,42.23
Karnataka,2023-06-01,42.39
Karnataka,2023-07-01,38.17
Karnataka,2023-08-01,37.0
Karnataka,2023-09-01,38.6
Karnataka,2023-10-01,36.76
Karnataka,2023-11-01,39.35
Karnataka,2023-12-01,37.51
Karnataka,2024-01-01,36.47
Karnataka,2024-02-01,41.42
Karnataka,2024-03-01,44.8
Karnataka,2024-04-01,48.06
Karnataka,2024-05-01,42.79
Karnataka,2024-06-01,45.22
Karnataka,2024-07-01,41.64
Karnataka,2024-08-01,42.7
Karnataka,2024-09-01,35.43
Karnataka,2024-10-01,35.18
Karnataka,2024-11-01,32.92
Karnataka,2024-12-01,38.49
Karnataka,2025-01-01,41.43
Karnataka,2025-02-01,43.56
Karnataka,2025-03-01,45.78
Karnataka,2025-04-01,44.74
Karnataka,2025-05-01,42.74
Karnataka,2025-06-01,43.5
Karnataka,2025-07-01,43.06
Karnataka,2025-08-01,39.66
Karnataka,2025-09-01,37.9
Karnataka,2025-10-01,38.73
Karnataka,2025-11-01,37.97
Karnataka,2025-12-01,37.01
Karnataka,2026-01-01,40.04
Karnataka,2026-02-01,44.51
Karnataka,2026-03-01,49.25
Karnataka,2026-04-01,47.62
Karnataka,2026-05-01,45.27
Karnataka,2026-06-01,45.34
Karnataka,2026-07-01,43.04
Karnataka,2026-08-01,37.69
Telangana,2020-01-01,48.99
Telangana,2020-02-01,54.75
Telangana,2020-03-01,56.45
Telangana,2020-04-01,31.27
Telangana,2020-05-01,26.83
Telangana,2020-06-01,28.78
Telangana,2020-07-01,22.19
Telangana,2020-08-01,46.23
Telangana,2020-09-01,38.36
Telangana,2020-10-01,42.44
Telangana,2020-11-01,42.78
Telangana,2020-12-01,42.55
Telangana,2021-01-01,49.29
Telangana,2021-02-01,52.58
Telangana,2021-03-01,54.54
Telangana,2021-04-01,42.32
Telangana,2021-05-01,40.82
Telangana,2021-06-01,51.94
Telangana,2021-07-01,50.28
Telangana,2021-08-01,43.44
Telangana,2021-09-01,49.82
Telangana,2021-10-01,45.69
Telangana,2021-11-01,39.75
Telangana,2021-12-01,45.39
Telangana,2022-01-01,47.19
Telangana,2022-02-01,51.81
Telangana,2022-03-01,49.84
Telangana,2022-04-01,48.13
Telangana,2022-05-01,52.29
Telangana,2022-06-01,49.76
Telangana,2022-07-01,48.22
Telangana,2022-08-01,45.24
Telangana,2022-09-01,43.81
Telangana,2022-10-01,40.76
Telangana,2022-11-01,44.43
Telangana,2022-12-01,44.11
Telangana,2023-01-01,46.17
Telangana,2023-02-01,48.2
Telangana,2023-03-01,52.09
Telangana,2023-04-01,54.27
Telangana,2023-05-01,48.31
Telangana,2023-06-01,47.6
Telangana,2023-07-01,45.83
Telangana,2023-08-01,44.52
Telangana,2023-09-01,41.66
Telangana,2023-10-01,40.77
Telangana,2023-11-01,41.34
Telangana,2023-12-01,41.21
Telangana,2024-01-01,48.36
Telangana,2024-02-01,49.82
Telangana,2024-03-01,51.99
Telangana,2024-04-01,52.72
Telangana,2024-05-01,48.33
Telangana,2024-06-01,51.02
Telangana,2024-07-01,43.54
Telangana,2024-08-01,45.06
Telangana,2024-09-01,40.92
Telangana,2024-10-01,42.11
Telangana,2024-11-01,43.99
Telangana,2024-12-01,43.93
Telangana,2025-01-01,43.61
Telangana,2025-02-01,46.08
Telangana,2025-03-01,49.11
Telangana,2025-04-01,49.78
Telangana,2025-05-01,53.54
Telangana,2025-06-01,48.31
Telangana,2025-07-01,48.17
Telangana,2025-08-01,40.16
Telangana,2025-09-01,40.42
Telangana,2025-10-01,41.05
Telangana,2025-11-01,40.27
Telangana,2025-12-01,42.06
Telangana,2026-01-01,46.99
Telangana,2026-02-01,48.22
Telangana,2026-03-01,53.44
Telangana,2026-04-01,50.56
Telangana,2026-05-01,50.11
Telangana,2026-06-01,47.47
Telangana,2026-07-01,43.35
Telangana,2026-08-01,43.62
Andhra Pradesh,2020-01-01,48.74
Andhra Pradesh,2020-02-01,50.19
Andhra Pradesh,2020-03-01,50.67
Andhra Pradesh,2020-04-01,28.32
Andhra Pradesh,2020-05-01,28.48
Andhra Pradesh,2020-06-01,23.7
Andhra Pradesh,2020-07-01,21.13
Andhra Pradesh,2020-08-01,43.88
Andhra Pradesh,2020-09-01,45.91
Andhra Pradesh,2020-10-01,44.59
Andhra Pradesh,2020-11-01,44.4
Andhra Pradesh,2020-12-01,43.18
Andhra Pradesh,2021-01-01,49.06
Andhra Pradesh,2021-02-01,48.75
Andhra Pradesh,2021-03-01,53.72
Andhra Pradesh,2021-04-01,43.65
Andhra Pradesh,2021-05-01,37.88
Andhra Pradesh,2021-06-01,47.08
Andhra Pradesh,2021-07-01,47.61
Andhra Pradesh,2021-08-01,44.9
Andhra Pradesh,2021-09-01,47.05
Andhra Pradesh,2021-10-01,40.87
Andhra Pradesh,2021-11-01,40.86
Andhra Pradesh,2021-12-01,42.35
Andhra Pradesh,2022-01-01,49.56
Andhra Pradesh,2022-02-01,51.18
Andhra Pradesh,2022-03-01,50.64
Andhra Pradesh,2022-04-01,51.63
Andhra Pradesh,2022-05-01,53.55
Andhra Pradesh,2022-06-01,50.96
Andhra Pradesh,2022-07-01,52.42
Andhra Pradesh,2022-08-01,48.16
Andhra Pradesh,2022-09-01,41.35
