state,district,taluk,latitude,longitude,streetlights,population_density,patrol_frequency,base_crime_rate,hour,day_of_week,seed,safety_score,safety_level,incident_occurred,crime_type
Haryana,Rohtak,Rohtak East,30.41869,76.52863,0.43,0.45,0.68,0.52,13,2,1567,63.12,1,1,Stalking
Haryana,Rohtak,Rohtak East,30.42209,76.5409,0.53,0.45,0.56,0.52,19,4,1568,52.1,1,1,Stalking
Haryana,Rohtak,Rohtak East,30.42997,76.54852,0.56,0.45,0.62,0.52,6,3,1569,67.52,1,0,None
Haryana,Rohtak,Rohtak East,30.41286,76.53261,0.44,0.45,0.54,0.52,5,2,1570,41.41,0,1,Eve Teasing
Haryana,Rohtak,Rohtak East,30.42808,76.54588,0.56,0.45,0.46,0.52,4,0,1571,44.73,0,0,None
Haryana,Rohtak,Rohtak East,30.42785,76.53289,0.65,0.45,0.46,0.52,3,4,1572,46.07,0,0,None
Haryana,Rohtak,Rohtak East,30.43032,76.54893,0.7,0.45,0.52,0.52,21,5,1573,58.18,1,0,None
Haryana,Rohtak,Rohtak East,30.42804,76.52683,0.58,0.45,0.52,0.52,4,0,1574,45.95,0,0,None
Haryana,Karnal,Karnal Central,30.79072,76.66525,0.69,0.86,0.67,0.46,5,2,1575,53.32,1,0,None
Haryana,Karnal,Karnal Central,30.79762,76.67769,0.78,0.86,0.66,0.46,6,0,1576,76.24,2,0,None
Haryana,Karnal,Karnal Central,30.78265,76.66823,0.73,0.86,0.72,0.46,22,1,1577,55.06,1,0,None
Haryana,Karnal,Karnal Central,30.78634,76.68037,0.65,0.86,0.7,0.46,19,0,1578,62.66,1,0,None
Haryana,Karnal,Karnal Central,30.78201,76.67206,0.68,0.86,0.63,0.46,4,5,1579,52.39,1,1,Eve Teasing
Haryana,Karnal,Karnal Central,30.79603,76.68031,0.61,0.86,0.57,0.46,8,4,1580,67.59,1,0,None
Haryana,Karnal,Karnal Central,30.79691,76.6521,0.61,0.86,0.59,0.46,17,1,1581,68.56,1,1,Stalking
Haryana,Karnal,Karnal Central,30.78552,76.67714,0.63,0.86,0.65,0.46,17,4,1582,70.16,1,0,None
Haryana,Karnal,Karnal Central,30.78435,76.6824,0.77,0.86,0.68,0.46,3,4,1583,56.74,1,0,None
Haryana,Karnal,Karnal Central,30.79305,76.67995,0.71,0.86,0.78,0.46,21,3,1584,66.08,1,1,Stalking
Haryana,Karnal,Karnal Central,30.79209,76.67347,0.65,0.86,0.68,0.46,11,4,1585,71.95,1,0,None
Haryana,Karnal,Karnal Central,30.78428,76.67323,0.78,0.86,0.7,0.46,9,0,1586,75.86,2,0,None
Haryana,Karnal,Karnal Central,30.79852,76.65475,0.64,0.86,0.69,0.46,18,6,1587,60.71,1,1,Eve Teasing
Haryana,Karnal,Karnal Central,30.79662,76.67581,0.76,0.86,0.66,0.46,5,3,1588,55.52,1,0,None
Haryana,Karnal,Karnal Central,30.79412,76.67627,0.61,0.86,0.71,0.46,4,1,1589,50.23,1,0,None
Haryana,Karnal,Karnal West,30.72841,76.7743,0.55,0.47,0.67,0.45,14,4,1590,68.67,1,0,None
Haryana,Karnal,Karnal West,30.71937,76.7742,0.55,0.47,0.45,0.45,11,4,1591,62.59,1,0,None
Haryana,Karnal,Karnal West,30.71418,76.76487,0.63,0.47,0.58,0.45,6,2,1592,70.26,1,0,None
Haryana,Karnal,Karnal West,30.72631,76.76892,0.7,0.47,0.51,0.45,4,0,1593,53.25,1,0,None
Haryana,Karnal,Karnal West,30.71359,76.78035,0.62,0.47,0.69,0.45,0,0,1594,53.36,1,0,None
Haryana,Karnal,Karnal West,30.71864,76.77543,0.5,0.47,0.44,0.45,15,3,1595,62.47,1,1,Eve Teasing
Haryana,Karnal,Karnal West,30.71637,76.79338,0.71,0.47,0.5,0.45,15,1,1596,70.19,1,0,None
Haryana,Karnal,Karnal West,30.73054,76.7832,0.66,0.47,0.63,0.45,22,6,1597,53.22,1,0,None
Haryana,Karnal,Karnal West,30.72947,76.77912,0.7,0.47,0.47,0.45,18,5,1598,58.03,1,0,None
Haryana,Karnal,Karnal West,30.72703,76.78911,0.57,0.47,0.69,0.45,18,0,1599,58.65,1,0,None
Haryana,Karnal,Karnal West,30.71162,76.78376,0.55,0.47,0.62,0.45,11,2,1600,66.23,1,1,Stalking
Haryana,Karnal,Karnal West,30.72911,76.77568,0.51,0.47,0.45,0.45,3,2,1601,43.38,0,1,Pickpocketing
Haryana,Karnal,Karnal West,30.7291,76.77021,0.6,0.47,0.45,0.45,15,6,1602,65.05,1,0,None
Haryana,Karnal,Karnal West,30.71726,76.78194,0.57,0.47,0.58,0.45,5,0,1603,47.13,0,0,None
Haryana,Karnal,Karnal West,30.72881,76.78411,0.57,0.47,0.34,0.45,5,2,1604,43.52,0,1,Stalking
Haryana,Karnal,Karnal East,30.87344,76.84211,0.55,0.42,0.37,0.72,16,5,1605,56.19,1,1,Eve Teasing
Haryana,Karnal,Karnal East,30.87828,76.84733,0.57,0.42,0.46,0.72,22,3,1606,38.93,0,1,Harassment
Haryana,Karnal,Karnal East,30.87748,76.84111,0.58,0.42,0.46,0.72,1,1,1607,39.48,0,1,Assault
Haryana,Karnal,Karnal East,30.8804,76.84565,0.62,0.42,0.43,0.72,21,5,1608,50.31,1,0,None
Haryana,Karnal,Karnal East,30.86776,76.83881,0.74,0.42,0.44,0.72,10,6,1609,63.63,1,0,None
Haryana,Karnal,Karnal East,30.87292,76.83983,0.58,0.42,0.43,0.72,21,4,1610,48.64,0,1,Stalking
Haryana,Karnal,Karnal East,30.86011,76.84239,0.47,0.42,0.45,0.72,22,5,1611,33.59,0,1,Eve Teasing
Haryana,Karnal,Karnal East,30.86926,76.84676,0.49,0.42,0.43,0.72,7,6,1612,55.41,1,0,None
Haryana,Karnal,Karnal East,30.87366,76.84792,0.5,0.42,0.39,0.72,6,4,1613,55.11,1,1,Pickpocketing
Haryana,Karnal,Karnal East,30.8737,76.84651,0.67,0.42,0.55,0.72,17,0,1614,63.47,1,0,None
Haryana,Karnal,Karnal East,30.86823,76.8455,0.49,0.42,0.46,0.72,19,1,1615,43.77,0,1,Assault
Haryana,Karnal,Karnal East,30.87815,76.83933,0.5,0.42,0.47,0.72,16,6,1616,56.15,1,1,Stalking
Haryana,Karnal,Karnal East,30.86218,76.83562,0.63,0.42,0.4,0.72,8,4,1617,61.04,1,1,Stalking
Haryana,Karnal,Karnal East,30.86324,76.83495,0.72,0.42,0.41,0.72,3,3,1618,42.42,0,1,Stalking
Haryana,Karnal,Karnal East,30.88172,76.84748,0.65,0.42,0.44,0.72,15,6,1619,59.37,1,0,None
Haryana,Sonipat,Sonipat Central,30.67593,76.89446,0.85,0.78,0.76,0.49,15,4,1620,79.78,2,0,None
Haryana,Sonipat,Sonipat Central,30.68529,76.90286,0.82,0.78,0.76,0.49,2,2,1621,61.06,1,0,None
Haryana,Sonipat,Sonipat Central,30.67771,76.89409,0.87,0.78,0.72,0.49,0,2,1622,60.83,1,1,Pickpocketing
Haryana,Sonipat,Sonipat Central,30.68283,76.87926,0.7,0.78,0.82,0.49,15,3,1623,74.68,1,0,None
Haryana,Sonipat,Sonipat Central,30.68229,76.89514,0.72,0.78,0.73,0.49,0,5,1624,54.84,1,1,Stalking
Haryana,Sonipat,Sonipat Central,30.68998,76.88446,0.91,0.78,0.68,0.49,19,2,1625,70.66,1,0,None
Haryana,Sonipat,Sonipat Central,30.69016,76.88646,0.81,0.78,0.8,0.49,15,1,1626,78.39,2,0,None
Haryana,Sonipat,Sonipat Central,30.67527,76.89777,0.79,0.78,0.61,0.49,2,2,1627,57.4,1,1,Pickpocketing
Haryana,Sonipat,Sonipat Central,30.68202,76.89622,0.71,0.78,0.76,0.49,14,3,1628,74.67,1,0,None
Haryana,Sonipat,Sonipat Central,30.68424,76.875,0.93,0.78,0.66,0.49,19,3,1629,70.54,1,0,None
Haryana,Sonipat,Sonipat Central,30.68115,76.90389,0.63,0.78,0.82,0.49,11,3,1630,72.8,1,0,None
Haryana,Sonipat,Sonipat Central,30.67789,76.90162,0.78,0.78,0.78,0.49,16,0,1631,75.08,2,0,None
Haryana,Sonipat,Sonipat Central,30.67333,76.88208,0.55,0.78,0.69,0.49,5,2,1632,49.56,0,0,None
Haryana,Sonipat,Sonipat Central,30.67329,76.88518,0.8,0.78,0.63,0.49,16,0,1633,76.4,2,0,None
Haryana,Sonipat,Sonipat Central,30.68054,76.88263,0.85,0.78,0.77,0.49,0,2,1634,60.84,1,0,None
Haryana,Sonipat,Sonipat West,30.63025,76.97825,0.53,0.34,0.41,0.62,17,5,1635,56.75,1,1,Eve Teasing
Haryana,Sonipat,Sonipat West,30.6366,76.97016,0.52,0.34,0.52,0.62,18,6,1636,49.81,0,1,Pickpocketing
Haryana,Sonipat,Sonipat West,30.62526,76.98137,0.77,0.34,0.53,0.62,13,0,1637,66.45,1,1,Eve Teasing
Haryana,Sonipat,Sonipat West,30.62102,76.98338,0.38,0.34,0.44,0.62,12,0,1638,52.66,1,1,Eve Teasing
Haryana,Sonipat,Sonipat West,30.63094,76.97991,0.59,0.34,0.43,0.62,5,1,1639,30.65,0,1,Eve Teasing
Haryana,Sonipat,Sonipat West,30.6287,76.97478,0.61,0.34,0.47,0.62,15,0,1640,62.63,1,1,Stalking
Haryana,Sonipat,Sonipat West,30.63341,76.98182,0.44,0.34,0.49,0.62,11,5,1641,58.53,1,1,Pickpocketing
Haryana,Sonipat,Sonipat West,30.62886,76.96555,0.5,0.34,0.66,0.62,10,5,1642,63.62,1,0,None
Haryana,Sonipat,Sonipat West,30.61222,76.9785,0.6,0.34,0.48,0.62,5,2,1643,31.32,0,1,Harassment
Haryana,Sonipat,Sonipat West,30.61082,76.9772,0.59,0.34,0.6,0.62,1,1,1644,33.35,0,1,Stalking
Haryana,Sonipat,Sonipat West,30.62339,76.97691,0.66,0.34,0.57,0.62,21,0,1645,53.92,1,1,Eve Teasing
Haryana,Sonipat,Sonipat West,30.63373,76.98418,0.6,0.34,0.46,0.62,2,2,1646,33.46,0,1,Stalking
Haryana,Sonipat,Sonipat West,30.63556,76.97456,0.69,0.34,0.47,0.62,1,0,1647,38.64,0,1,Pickpocketing
Haryana,Sonipat,Sonipat West,30.63243,76.97203,0.58,0.34,0.56,0.62,12,4,1648,62.96,1,0,None
Haryana,Sonipat,Sonipat West,30.63052,76.97208,0.75,0.34,0.44,0.62,7,1,1649,64.7,1,0,None
Haryana,Sonipat,Sonipat East,30.59547,76.71328,0.62,0.37,0.56,0.59,0,5,1650,36.56,0,1,Eve Teasing
Haryana,Sonipat,Sonipat East,30.59384,76.72103,0.59,0.37,0.53,0.59,4,4,1651,34.04,0,1,Eve Teasing
Haryana,Sonipat,Sonipat East,30.59633,76.72792,0.55,0.37,0.54,0.59,20,4,1652,53.62,1,0,None
Haryana,Sonipat,Sonipat East,30.59339,76.72519,0.56,0.37,0.67,0.59,2,4,1653,35.82,0,1,Harassment
Haryana,Sonipat,Sonipat East,30.58692,76.7191,0.65,0.37,0.51,0.59,15,4,1654,65.95,1,0,None
Haryana,Sonipat,Sonipat East,30.58482,76.73827,0.62,0.37,0.57,0.59,20,5,1655,54.5,1,0,None
Haryana,Sonipat,Sonipat East,30.59659,76.70958,0.68,0.37,0.69,0.59,5,2,1656,40.8,0,1,Eve Teasing
Haryana,Sonipat,Sonipat East,30.58852,76.71819,0.66,0.37,0.4,0.59,7,4,1657,63.16,1,0,None
Haryana,Sonipat,Sonipat East,30.58522,76.72842,0.59,0.37,0.65,0.59,4,2,1658,37.91,0,1,Assault
Haryana,Sonipat,Sonipat East,30.57818,76.73091,0.56,0.37,0.49,0.59,16,4,1659,62.07,1,0,None
Haryana,Sonipat,Sonipat East,30.60631,76.72835,0.4,0.37,0.48,0.59,0,4,1660,27.1,0,1,Eve Teasing
Haryana,Sonipat,Sonipat East,30.58587,76.72853,0.51,0.37,0.6,0.59,18,0,1661,52.39,1,0,None
Haryana,Sonipat,Sonipat East,30.59078,76.71112,0.55,0.37,0.63,0.59,18,6,1662,53.11,1,0,None
Haryana,Sonipat,Sonipat East,30.59698,76.71481,0.66,0.37,0.56,0.59,1,2,1663,38.55,0,1,Assault
Haryana,Sonipat,Sonipat East,30.60066,76.72749,0.64,0.37,0.42,0.59,8,6,1664,62.71,1,1,Eve Teasing
Himachal Pradesh,Shimla,Shimla Central,31.09307,77.01099,0.53,0.73,0.72,0.44,11,1,1665,69.86,1,0,None
Himachal Pradesh,Shimla,Shimla Central,31.07684,77.01585,0.53,0.73,0.79,0.44,7,2,1666,70.29,1,0,None
Himachal Pradesh,Shimla,Shimla Central,31.09566,77.01693,0.53,0.73,0.79,0.44,2,0,1667,52.71,1,0,None
Himachal Pradesh,Shimla,Shimla Central,31.08615,77.01755,0.56,0.73,0.7,0.44,4,3,1668,49.44,0,0,None
Himachal Pradesh,Shimla,Shimla Central,31.11331,77.01279,0.59,0.73,0.81,0.44,7,2,1669,71.45,1,0,None
Himachal Pradesh,Shimla,Shimla Central,31.10298,77.01453,0.59,0.73,0.77,0.44,20,1,1670,64.38,1,0,None
Himachal Pradesh,Shimla,Shimla Central,31.08702,77.0184,0.67,0.73,0.84,0.44,23,0,1671,57.44,1,0,None
Himachal Pradesh,Shimla,Shimla Central,31.08867,77.01577,0.5,0.73,0.66,0.44,6,5,1672,66.57,1,0,None
Himachal Pradesh,Shimla,Shimla Central,31.08819,77.01048,0.53,0.73,0.71,0.44,4,2,1673,50.74,1,0,None
Himachal Pradesh,Shimla,Shimla Central,31.0773,77.01911,0.47,0.73,0.74,0.44,14,1,1674,68.1,1,0,None
Himachal Pradesh,Shimla,Shimla Central,31.08867,77.02377,0.52,0.73,0.81,0.44,10,6,1675,71.53,1,0,None
Himachal Pradesh,Shimla,Shimla Central,31.09079,77.01683,0.59,0.73,0.6,0.44,11,2,1676,67.11,1,1,Stalking
Himachal Pradesh,Shimla,Shimla Central,31.08302,77.00757,0.67,0.73,0.83,0.44,23,4,1677,57.24,1,0,None
Himachal Pradesh,Shimla,Shimla Central,31.09477,77.0089,0.76,0.73,0.69,0.44,22,0,1678,57.22,1,1,Eve Teasing
Himachal Pradesh,Shimla,Shimla Central,31.09592,77.0182,0.58,0.73,0.69,0.44,18,1,1679,60.28,1,0,None
Himachal Pradesh,Shimla,Shimla West,31.24275,76.98856,0.47,0.37,0.52,0.28,11,4,1680,67.55,1,0,None
Himachal Pradesh,Shimla,Shimla West,31.21793,76.97848,0.65,0.37,0.51,0.28,2,4,1681,44.51,0,1,Pickpocketing
Himachal Pradesh,Shimla,Shimla West,31.2272,76.97211,0.48,0.37,0.55,0.28,5,0,1682,36.79,0,1,Eve Teasing
Himachal Pradesh,Shimla,Shimla West,31.23245,76.99447,0.43,0.37,0.61,0.28,7,5,1683,69.42,1,0,None
Himachal Pradesh,Shimla,Shimla West,31.22873,76.98081,0.46,0.37,0.54,0.28,22,3,1684,36.86,0,1,Harassment
Himachal Pradesh,Shimla,Shimla West,31.22303,76.99944,0.4,0.37,0.45,0.28,11,5,1685,65.38,1,1,Stalking
Himachal Pradesh,Shimla,Shimla West,31.22729,76.99961,0.41,0.37,0.57,0.28,17,3,1686,65.27,1,0,None
Himachal Pradesh,Shimla,Shimla West,31.2366,76.98133,0.41,0.37,0.35,0.28,0,2,1687,32.39,0,1,Pickpocketing
Himachal Pradesh,Shimla,Shimla West,31.24165,76.98412,0.36,0.37,0.59,0.28,23,4,1688,34.12,0,1,Pickpocketing
Himachal Pradesh,Shimla,Shimla West,31.22659,76.99357,0.47,0.37,0.62,0.28,16,0,1689,68.97,1,1,Pickpocketing
Himachal Pradesh,Shimla,Shimla West,31.22312,76.9944,0.52,0.37,0.57,0.28,17,5,1690,68.95,1,1,Eve Teasing
Himachal Pradesh,Shimla,Shimla West,31.23334,76.99208,0.5,0.37,0.4,0.28,12,5,1691,66.11,1,1,Eve Teasing
Himachal Pradesh,Shimla,Shimla West,31.23987,76.99566,0.49,0.37,0.44,0.28,20,4,1692,56.56,1,0,None
Himachal Pradesh,Shimla,Shimla West,31.23322,77.00577,0.46,0.37,0.59,0.28,13,6,1693,67.69,1,0,None
Himachal Pradesh,Shimla,Shimla West,31.22592,76.99543,0.48,0.37,0.46,0.28,16,3,1694,66.67,1,1,Pickpocketing
Himachal Pradesh,Shimla,Shimla East,31.1144,76.93431,0.56,0.48,0.43,0.25,4,2,1695,49.8,0,0,None
Himachal Pradesh,Shimla,Shimla East,31.12646,76.92859,0.45,0.48,0.42,0.25,9,2,1696,66.06,1,0,None
Himachal Pradesh,Shimla,Shimla East,31.10512,76.91348,0.44,0.48,0.45,0.25,3,3,1697,45.86,0,1,Pickpocketing
Himachal Pradesh,Shimla,Shimla East,31.12217,76.93001,0.46,0.48,0.5,0.25,3,6,1698,46.35,0,0,None
Himachal Pradesh,Shimla,Shimla East,31.10594,76.92788,0.43,0.48,0.47,0.25,9,6,1699,65.19,1,0,None
Himachal Pradesh,Shimla,Shimla East,31.10764,76.92078,0.33,0.48,0.5,0.25,16,1,1700,63.15,1,0,None
Himachal Pradesh,Shimla,Shimla East,31.11825,76.92086,0.3,0.48,0.48,0.25,19,6,1701,48.39,0,1,Eve Teasing
Himachal Pradesh,Shimla,Shimla East,31.13639,76.93713,0.31,0.48,0.4,0.25,14,4,1702,61.96,1,0,None
Himachal Pradesh,Shimla,Shimla East,31.12728,76.936,0.5,0.48,0.36,0.25,16,6,1703,67.52,1,0,None
Himachal Pradesh,Shimla,Shimla East,31.11408,76.94093,0.47,0.48,0.37,0.25,21,6,1704,54.51,1,0,None
Himachal Pradesh,Shimla,Shimla East,31.11523,76.92713,0.48,0.48,0.53,0.25,22,3,1705,48.24,0,0,None
Himachal Pradesh,Shimla,Shimla East,31.12046,76.93178,0.32,0.48,0.54,0.25,16,1,1706,64.98,1,0,None
Himachal Pradesh,Shimla,Shimla East,31.11948,76.93527,0.48,0.48,0.34,0.25,15,2,1707,65.08,1,0,None
Himachal Pradesh,Shimla,Shimla East,31.09981,76.92078,0.44,0.48,0.45,0.25,12,0,1708,65.66,1,0,None
Himachal Pradesh,Shimla,Shimla East,31.12709,76.92255,0.42,0.48,0.41,0.25,23,5,1709,43.35,0,0,None
Himachal Pradesh,Kangra,Kangra Central,31.08769,77.23179,0.57,0.75,0.76,0.26,4,3,1710,55.22,1,0,None
Himachal Pradesh,Kangra,Kangra Central,31.10282,77.22772,0.56,0.75,0.62,0.26,6,2,1711,73.98,1,0,None
Himachal Pradesh,Kangra,Kangra Central,31.08637,77.21901,0.64,0.75,0.81,0.26,8,0,1712,79.06,2,0,None
Himachal Pradesh,Kangra,Kangra Central,31.10013,77.21681,0.53,0.75,0.72,0.26,1,5,1713,52.89,1,0,None
Himachal Pradesh,Kangra,Kangra Central,31.09573,77.23953,0.62,0.75,0.8,0.26,19,6,1714,68.49,1,0,None
Himachal Pradesh,Kangra,Kangra Central,31.08764,77.22912,0.63,0.75,0.67,0.26,15,2,1715,76.44,2,0,None
Himachal Pradesh,Kangra,Kangra Central,31.09291,77.23192,0.64,0.75,0.61,0.26,22,2,1716,56.53,1,1,Eve Teasing
Himachal Pradesh,Kangra,Kangra Central,31.10603,77.22167,0.56,0.75,0.71,0.26,4,2,1717,53.79,1,0,None
Himachal Pradesh,Kangra,Kangra Central,31.08819,77.22129,0.56,0.75,0.77,0.26,13,0,1718,75.38,2,0,None
Himachal Pradesh,Kangra,Kangra Central,31.08726,77.21171,0.63,0.75,0.74,0.26,2,6,1719,59.93,1,0,None
Himachal Pradesh,Kangra,Kangra Central,31.08799,77.23438,0.67,0.75,0.73,0.26,12,6,1720,79.38,2,0,None
Himachal Pradesh,Kangra,Kangra Central,31.09034,77.21853,0.57,0.75,0.79,0.26,11,3,1721,76.83,2,0,None
Himachal Pradesh,Kangra,Kangra Central,31.09325,77.22095,0.66,0.75,0.81,0.26,19,2,1722,70.59,1,0,None
Himachal Pradesh,Kangra,Kangra Central,31.11035,77.2194,0.63,0.75,0.77,0.26,8,1,1723,77.03,2,0,None
Himachal Pradesh,Kangra,Kangra Central,31.10009,77.22587,0.73,0.75,0.72,0.26,3,4,1724,61.53,1,0,None
Himachal Pradesh,Kangra,Kangra West,31.02866,77.21379,0.43,0.5,0.35,0.29,5,4,1725,39.9,0,1,Assault
Himachal Pradesh,Kangra,Kangra West,31.02411,77.18716,0.53,0.5,0.58,0.29,12,4,1726,70.82,1,0,None
Himachal Pradesh,Kangra,Kangra West,31.01669,77.20856,0.44,0.5,0.53,0.29,12,6,1727,66.2,1,0,None
Himachal Pradesh,Kangra,Kangra West,31.02954,77.21632,0.4,0.5,0.56,0.29,20,3,1728,54.31,1,0,None
Himachal Pradesh,Kangra,Kangra West,31.02677,77.19784,0.42,0.5,0.35,0.29,15,2,1729,61.66,1,0,None
Himachal Pradesh,Kangra,Kangra West,31.02297,77.21179,0.57,0.5,0.43,0.29,3,5,1730,50.62,1,0,None
Himachal Pradesh,Kangra,Kangra West,31.04544,77.2057,0.51,0.5,0.43,0.29,16,0,1731,65.05,1,0,None
Himachal Pradesh,Kangra,Kangra West,31.03745,77.20004,0.55,0.5,0.36,0.29,18,5,1732,55.38,1,1,Pickpocketing
Himachal Pradesh,Kangra,Kangra West,31.04436,77.20581,0.45,0.5,0.43,0.29,23,5,1733,43.25,0,1,Stalking
Himachal Pradesh,Kangra,Kangra West,31.01999,77.19939,0.43,0.5,0.4,0.29,4,4,1734,43.29,0,1,Eve Teasing
Himachal Pradesh,Kangra,Kangra West,31.03188,77.20694,0.63,0.5,0.46,0.29,1,0,1735,52.43,1,0,None
Himachal Pradesh,Kangra,Kangra West,31.02084,77.21044,0.49,0.5,0.57,0.29,20,5,1736,57.88,1,0,None
Himachal Pradesh,Kangra,Kangra West,31.03802,77.20677,0.7,0.5,0.45,0.29,13,2,1737,74.6,1,0,None
Himachal Pradesh,Kangra,Kangra West,31.02128,77.19762,0.57,0.5,0.55,0.29,23,3,1738,51.21,1,0,None
Himachal Pradesh,Kangra,Kangra West,31.03957,77.21955,0.55,0.5,0.56,0.29,7,6,1739,72.07,1,0,None
Himachal Pradesh,Kangra,Kangra East,31.12151,77.13669,0.53,0.42,0.49,0.32,18,3,1740,57.13,1,1,Stalking
Himachal Pradesh,Kangra,Kangra East,31.12191,77.13405,0.45,0.42,0.46,0.32,17,5,1741,63.04,1,0,None
Himachal Pradesh,Kangra,Kangra East,31.11481,77.14205,0.59,0.42,0.63,0.32,5,6,1742,52.27,1,0,None
Himachal Pradesh,Kangra,Kangra East,31.13482,77.12419,0.36,0.42,0.47,0.32,15,2,1743,61.82,1,0,None
Himachal Pradesh,Kangra,Kangra East,31.12122,77.1314,0.49,0.42,0.57,0.32,2,2,1744,48.41,0,0,None
Himachal Pradesh,Kangra,Kangra East,31.13155,77.15356,0.45,0.42,0.51,0.32,7,5,1745,66.5,1,0,None
Himachal Pradesh,Kangra,Kangra East,31.10761,77.15149,0.5,0.42,0.39,0.32,18,5,1746,52.23,1,0,None
Himachal Pradesh,Kangra,Kangra East,31.1128,77.15279,0.4,0.42,0.53,0.32,19,0,1747,53.61,1,0,None
Himachal Pradesh,Kangra,Kangra East,31.11133,77.14653,0.47,0.42,0.38,0.32,17,0,1748,63.44,1,0,None
Himachal Pradesh,Kangra,Kangra East,31.1069,77.15373,0.53,0.42,0.45,0.32,7,3,1749,65.52,1,0,None
Himachal Pradesh,Kangra,Kangra East,31.11998,77.12696,0.51,0.42,0.48,0.32,12,1,1750,66.22,1,0,None
Himachal Pradesh,Kangra,Kangra East,31.13225,77.13279,0.47,0.42,0.51,0.32,23,5,1751,44.51,0,0,None
Himachal Pradesh,Kangra,Kangra East,31.10836,77.1367,0.5,0.42,0.48,0.32,21,6,1752,55.63,1,1,Eve Teasing
Himachal Pradesh,Kangra,Kangra East,31.12774,77.13292,0.42,0.42,0.51,0.32,7,4,1753,66.51,1,0,None
Himachal Pradesh,Kangra,Kangra East,31.12476,77.1189,0.55,0.42,0.59,0.32,17,2,1754,70.06,1,0,None
Himachal Pradesh,Mandi,Mandi Central,31.35564,76.9999,0.57,0.74,0.63,0.36,15,5,1755,71.21,1,0,None
Himachal Pradesh,Mandi,Mandi Central,31.34138,77.00177,0.68,0.74,0.65,0.36,11,3,1756,74.34,1,0,None
Himachal Pradesh,Mandi,Mandi Central,31.33606,77.00382,0.58,0.74,0.57,0.36,23,0,1757,50.14,1,0,None
Himachal Pradesh,Mandi,Mandi Central,31.34605,77.01669,0.55,0.74,0.61,0.36,10,4,1758,69.18,1,1,Pickpocketing
Himachal Pradesh,Mandi,Mandi Central,31.36019,77.00977,0.66,0.74,0.59,0.36,17,6,1759,73.54,1,0,None
Himachal Pradesh,Mandi,Mandi Central,31.35363,77.00148,0.66,0.74,0.72,0.36,7,5,1760,75.36,2,0,None
Himachal Pradesh,Mandi,Mandi Central,31.33966,77.00599,0.73,0.74,0.65,0.36,7,3,1761,76.59,2,0,None
Himachal Pradesh,Mandi,Mandi Central,31.36315,77.01548,0.76,0.74,0.48,0.36,20,4,1762,64.67,1,0,None
Himachal Pradesh,Mandi,Mandi Central,31.34442,77.00597,0.79,0.74,0.62,0.36,14,5,1763,77.51,2,0,None
Himachal Pradesh,Mandi,Mandi Central,31.33561,77.0046,0.63,0.74,0.62,0.36,2,0,1764,53.31,1,0,None
Himachal Pradesh,Mandi,Mandi Central,31.3529,76.9905,0.62,0.74,0.61,0.36,0,1,1765,52.29,1,1,Pickpocketing
Himachal Pradesh,Mandi,Mandi Central,31.35679,76.99909,0.7,0.74,0.64,0.36,17,2,1766,73.73,1,0,None
Himachal Pradesh,Mandi,Mandi Central,31.35964,76.99885,0.69,0.74,0.6,0.36,11,0,1767,75.33,2,0,None
Himachal Pradesh,Mandi,Mandi Central,31.33827,77.00796,0.65,0.74,0.58,0.36,22,4,1768,54.34,1,0,None
Himachal Pradesh,Mandi,Mandi Central,31.34757,77.01947,0.59,0.74,0.64,0.36,3,1,1769,52.22,1,0,None
Himachal Pradesh,Mandi,Mandi West,31.4379,77.03745,0.48,0.42,0.39,0.15,10,5,1770,67.5,1,1,Stalking
Himachal Pradesh,Mandi,Mandi West,31.4235,77.04055,0.36,0.42,0.42,0.15,6,6,1771,66.33,1,1,Eve Teasing
Himachal Pradesh,Mandi,Mandi West,31.4256,77.03419,0.35,0.42,0.38,0.15,6,5,1772,63.93,1,0,None
Himachal Pradesh,Mandi,Mandi West,31.42237,77.0233,0.5,0.42,0.33,0.15,14,0,1773,67.95,1,0,None
Himachal Pradesh,Mandi,Mandi West,31.43731,77.03302,0.48,0.42,0.5,0.15,0,4,1774,51.93,1,0,None
Himachal Pradesh,Mandi,Mandi West,31.42713,77.04388,0.43,0.42,0.37,0.15,8,5,1775,67.1,1,1,Eve Teasing
Himachal Pradesh,Mandi,Mandi West,31.41946,77.0523,0.5,0.42,0.36,0.15,14,5,1776,68.46,1,0,None
Himachal Pradesh,Mandi,Mandi West,31.41917,77.03575,0.32,0.42,0.42,0.15,6,4,1777,65.03,1,1,Eve Teasing
Himachal Pradesh,Mandi,Mandi West,31.44501,77.02757,0.35,0.42,0.46,0.15,4,3,1778,45.18,0,0,None
Himachal Pradesh,Mandi,Mandi West,31.42545,77.04822,0.46,0.42,0.34,0.15,5,3,1779,46.41,0,1,Stalking
Himachal Pradesh,Mandi,Mandi West,31.42145,77.04128,0.49,0.42,0.54,0.15,4,6,1780,50.49,1,0,None
Himachal Pradesh,Mandi,Mandi West,31.42792,77.05161,0.37,0.42,0.6,0.15,19,2,1781,57.47,1,0,None
Himachal Pradesh,Mandi,Mandi West,31.43499,77.02705,0.35,0.42,0.44,0.15,22,2,1782,45.34,0,1,Stalking
Himachal Pradesh,Mandi,Mandi West,31.42928,77.04081,0.34,0.42,0.41,0.15,12,1,1783,64.67,1,0,None
